CODE,Sales_Date,Customer_ID,ID_Producto,PVP,FORMA_PAGO_ID,MOTIVO_VENTA_ID,TIENDA_ID,code_
ID29552,20/09/2022,44094,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29553,02/05/2022,24050,PH100369,22875,2,1,201,HTIPO75FUEL 2M105CVC11
ID29554,14/02/2022,84752,PH100369,22875,3,1,700,HTIPO75FUEL 2M105CVC11
ID29555,06/01/2022,66151,PH100369,22875,1,1,200,HTIPO75FUEL 2M105CVC11
ID29556,04/06/2021,10374,PH100369,22875,3,1,400,HTIPO75FUEL 2M105CVC11
ID29557,08/06/2023,65318,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29558,16/12/2018,93275,PH100372,20749,3,2,101,HTIPO75FUEL 2M105CVC34
ID29559,30/05/2022,94088,PH100372,20749,3,2,201,HTIPO75FUEL 2M105CVC34
ID2956,22/10/2023,71753,PB100079,21039,3,2,400,BTIPO15FUEL 1M120CVC42
ID29560,04/12/2018,54301,PH100369,22875,1,1,400,HTIPO75FUEL 2M105CVC11
ID29561,05/02/2019,50247,PH100369,22875,1,2,500,HTIPO75FUEL 2M105CVC11
ID29562,02/04/2022,80137,PH100369,22875,1,1,300,HTIPO75FUEL 2M105CVC11
ID29563,09/02/2019,28028,PH100369,22875,1,2,200,HTIPO75FUEL 2M105CVC11
ID29564,23/02/2019,2814,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29565,08/03/2018,50940,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29566,13/02/2021,42243,PH100369,22875,2,1,101,HTIPO75FUEL 2M105CVC11
ID29567,08/02/2019,28826,PH100369,22875,1,2,103,HTIPO75FUEL 2M105CVC11
ID29568,22/07/2018,49384,PH100372,20749,1,1,102,HTIPO75FUEL 2M105CVC34
ID29569,19/11/2019,43915,PH100369,22875,4,2,300,HTIPO75FUEL 2M105CVC11
ID2957,09/03/2018,51330,PB100078,19614,1,1,400,BTIPO15FUEL 1M120CVC41
ID29570,15/08/2023,44568,PH100372,20749,4,1,102,HTIPO75FUEL 2M105CVC34
ID29571,08/01/2021,51024,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29572,04/09/2023,5002,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29573,20/06/2022,26111,PH100369,22875,4,1,101,HTIPO75FUEL 2M105CVC11
ID29574,15/08/2022,53746,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29575,24/12/2021,31588,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29576,02/05/2021,82154,PH100369,22875,3,2,101,HTIPO75FUEL 2M105CVC11
ID29577,12/11/2019,89540,PH100372,20370,1,1,202,HTIPO75FUEL 2M105CVC34
ID29578,18/09/2022,67061,PH100369,22875,1,2,300,HTIPO75FUEL 2M105CVC11
ID29579,25/09/2020,13602,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID2958,24/10/2022,21431,PB100078,19994,3,1,200,BTIPO15FUEL 1M120CVC41
ID29580,26/03/2018,9944,PH100372,20370,1,2,700,HTIPO75FUEL 2M105CVC34
ID29581,23/04/2023,2319,PH100372,20749,1,1,101,HTIPO75FUEL 2M105CVC34
ID29582,09/04/2022,53809,PH100372,20370,4,1,101,HTIPO75FUEL 2M105CVC34
ID29583,12/11/2019,91674,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29584,14/09/2023,20098,PH100369,22875,1,1,201,HTIPO75FUEL 2M105CVC11
ID29585,25/11/2023,16398,PH100369,22875,1,1,300,HTIPO75FUEL 2M105CVC11
ID29586,28/07/2021,24187,PH100372,20749,3,1,103,HTIPO75FUEL 2M105CVC34
ID29587,31/05/2019,87573,PH100369,22875,4,1,101,HTIPO75FUEL 2M105CVC11
ID29588,23/10/2022,62205,PH100369,22875,1,1,600,HTIPO75FUEL 2M105CVC11
ID29589,16/08/2020,15711,PH100369,22875,1,1,201,HTIPO75FUEL 2M105CVC11
ID2959,05/02/2021,82633,PB100078,19614,3,1,103,BTIPO15FUEL 1M120CVC41
ID29590,18/07/2022,52232,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29591,05/04/2021,91022,PH100369,22875,4,1,100,HTIPO75FUEL 2M105CVC11
ID29592,16/01/2018,76499,PH100372,20749,3,1,100,HTIPO75FUEL 2M105CVC34
ID29593,21/01/2022,6397,PH100369,22875,1,1,201,HTIPO75FUEL 2M105CVC11
ID29594,25/06/2023,55764,PH100372,20370,4,2,102,HTIPO75FUEL 2M105CVC34
ID29595,14/09/2022,73772,PH100369,22875,3,2,600,HTIPO75FUEL 2M105CVC11
ID29596,06/08/2018,7990,PH100370,23635,1,1,100,HTIPO75FUEL 2M105CVC18
ID29597,23/03/2018,86286,PH100369,22875,3,2,101,HTIPO75FUEL 2M105CVC11
ID29598,09/04/2023,10572,PH100369,22875,4,1,202,HTIPO75FUEL 2M105CVC11
ID29599,03/03/2019,98,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID296,05/01/2018,27310,PA100035,16098,4,1,201,ATIPO15FUEL 1M90CVC11
ID2960,11/08/2019,85903,PB100078,19994,3,1,100,BTIPO15FUEL 1M120CVC41
ID29600,23/10/2022,89878,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29601,12/04/2021,75819,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29602,06/12/2021,61383,PH100369,22875,4,1,200,HTIPO75FUEL 2M105CVC11
ID29603,17/03/2022,62878,PH100369,22875,4,1,300,HTIPO75FUEL 2M105CVC11
ID29604,28/10/2023,27089,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID29605,06/08/2019,3532,PH100369,22875,2,1,600,HTIPO75FUEL 2M105CVC11
ID29606,15/05/2019,98805,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29607,17/03/2023,25010,PH100372,20370,4,1,202,HTIPO75FUEL 2M105CVC34
ID29608,22/06/2023,52976,PH100369,22875,3,2,200,HTIPO75FUEL 2M105CVC11
ID29609,28/12/2018,81504,PH100369,22875,1,1,600,HTIPO75FUEL 2M105CVC11
ID2961,09/01/2020,21369,PB100078,19614,3,1,101,BTIPO15FUEL 1M120CVC41
ID29610,29/07/2023,27538,PH100372,20370,3,1,103,HTIPO75FUEL 2M105CVC34
ID29611,09/12/2018,52282,PH100369,22875,1,1,101,HTIPO75FUEL 2M105CVC11
ID29612,22/04/2018,29827,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29613,10/07/2020,87917,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29614,16/11/2022,94854,PH100372,20749,3,1,102,HTIPO75FUEL 2M105CVC34
ID29615,26/08/2021,64867,PH100369,22875,3,1,300,HTIPO75FUEL 2M105CVC11
ID29616,22/09/2021,59640,PH100369,22875,1,1,700,HTIPO75FUEL 2M105CVC11
ID29617,02/12/2022,64912,PH100369,22875,1,1,400,HTIPO75FUEL 2M105CVC11
ID29618,02/01/2022,75432,PH100369,22875,1,2,300,HTIPO75FUEL 2M105CVC11
ID29619,18/08/2020,85976,PH100369,22875,4,2,103,HTIPO75FUEL 2M105CVC11
ID2962,31/08/2023,20819,PB100078,19994,4,1,200,BTIPO15FUEL 1M120CVC41
ID29620,16/08/2023,66398,PH100372,20749,4,1,101,HTIPO75FUEL 2M105CVC34
ID29621,16/05/2019,76154,PH100372,20749,3,1,400,HTIPO75FUEL 2M105CVC34
ID29622,08/03/2023,14168,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID29623,31/03/2019,34112,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29624,12/10/2019,49544,PH100370,23635,4,1,101,HTIPO75FUEL 2M105CVC18
ID29625,25/08/2019,58918,PH100370,23635,3,1,200,HTIPO75FUEL 2M105CVC18
ID29626,25/11/2019,57596,PH100371,24632,3,1,103,HTIPO75FUEL 2M105CVC19
ID29627,30/12/2023,3387,PH100372,20749,3,1,700,HTIPO75FUEL 2M105CVC34
ID29628,13/07/2021,35735,PH100369,22875,1,2,103,HTIPO75FUEL 2M105CVC11
ID29629,18/05/2022,65470,PH100372,20749,4,1,103,HTIPO75FUEL 2M105CVC34
ID2963,06/02/2023,19624,PB100078,19994,4,1,201,BTIPO15FUEL 1M120CVC41
ID29630,31/03/2023,63775,PH100372,20749,1,1,200,HTIPO75FUEL 2M105CVC34
ID29631,04/10/2021,10390,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29632,08/03/2023,90069,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29633,06/04/2018,73486,PH100372,20370,4,1,101,HTIPO75FUEL 2M105CVC34
ID29634,24/12/2021,6971,PH100372,20749,1,1,201,HTIPO75FUEL 2M105CVC34
ID29635,11/04/2023,36923,PH100372,20370,3,1,101,HTIPO75FUEL 2M105CVC34
ID29636,08/06/2022,73243,PH100369,22875,4,1,103,HTIPO75FUEL 2M105CVC11
ID29637,30/03/2022,51961,PH100372,20749,4,2,400,HTIPO75FUEL 2M105CVC34
ID29638,28/03/2022,73215,PH100372,20749,3,2,100,HTIPO75FUEL 2M105CVC34
ID29639,17/11/2022,100,PH100372,20370,3,1,103,HTIPO75FUEL 2M105CVC34
ID2964,28/06/2022,63029,PB100078,19614,1,2,101,BTIPO15FUEL 1M120CVC41
ID29640,04/08/2023,52561,PH100372,20749,2,1,300,HTIPO75FUEL 2M105CVC34
ID29641,31/01/2018,61647,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29642,23/07/2021,64023,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29643,17/09/2023,58514,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID29644,10/12/2022,27667,PH100370,23635,1,2,201,HTIPO75FUEL 2M105CVC18
ID29645,29/01/2018,20240,PH100369,22875,1,2,700,HTIPO75FUEL 2M105CVC11
ID29646,22/07/2018,76276,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29647,20/07/2019,87745,PH100369,22875,1,1,300,HTIPO75FUEL 2M105CVC11
ID29648,22/04/2023,20413,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID29649,15/03/2021,56170,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID2965,22/01/2022,59683,PB100078,19994,1,1,700,BTIPO15FUEL 1M120CVC41
ID29650,23/09/2018,99165,PH100372,20370,1,2,102,HTIPO75FUEL 2M105CVC34
ID29651,13/08/2021,49421,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29652,15/05/2019,54401,PH100369,22875,2,2,100,HTIPO75FUEL 2M105CVC11
ID29653,20/06/2021,77456,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID29654,15/04/2019,16885,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29655,14/07/2019,29824,PH100369,22875,1,1,102,HTIPO75FUEL 2M105CVC11
ID29656,21/08/2022,47000,PH100369,22875,1,1,101,HTIPO75FUEL 2M105CVC11
ID29657,24/10/2022,31648,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID29658,01/07/2023,88453,PH100370,23635,1,1,400,HTIPO75FUEL 2M105CVC18
ID29659,10/12/2020,42608,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID2966,29/06/2019,80808,PB100078,19614,1,1,101,BTIPO15FUEL 1M120CVC41
ID29660,29/03/2019,89521,PH100371,24632,1,2,600,HTIPO75FUEL 2M105CVC19
ID29661,16/02/2023,69634,PH100369,22875,4,1,100,HTIPO75FUEL 2M105CVC11
ID29662,10/09/2021,49167,PH100372,20749,3,1,200,HTIPO75FUEL 2M105CVC34
ID29663,23/04/2023,99932,PH100369,22875,3,1,202,HTIPO75FUEL 2M105CVC11
ID29664,08/08/2020,36112,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29665,29/09/2021,28112,PH100370,23635,3,2,202,HTIPO75FUEL 2M105CVC18
ID29666,19/07/2019,89432,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29667,08/11/2018,85090,PH100369,22875,4,1,100,HTIPO75FUEL 2M105CVC11
ID29668,03/04/2022,99206,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID29669,15/02/2023,2256,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID2967,01/03/2021,85030,PB100073,21990,3,1,102,BTIPO15FUEL 1M120CVC11
ID29670,29/05/2023,8804,PH100369,22875,4,2,103,HTIPO75FUEL 2M105CVC11
ID29671,13/04/2022,767,PH100369,22875,3,2,600,HTIPO75FUEL 2M105CVC11
ID29672,20/02/2021,14232,PH100369,22875,1,1,101,HTIPO75FUEL 2M105CVC11
ID29673,25/12/2021,17493,PH100369,22875,4,1,400,HTIPO75FUEL 2M105CVC11
ID29674,07/04/2021,89409,PH100369,22875,4,1,102,HTIPO75FUEL 2M105CVC11
ID29675,29/09/2019,22876,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID29676,30/09/2023,46157,PH100369,22875,3,1,202,HTIPO75FUEL 2M105CVC11
ID29677,04/09/2022,24867,PH100369,22875,1,1,102,HTIPO75FUEL 2M105CVC11
ID29678,04/11/2018,6245,PH100369,22875,3,1,600,HTIPO75FUEL 2M105CVC11
ID29679,06/11/2022,33607,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID2968,08/03/2023,31627,PB100078,19614,3,1,103,BTIPO15FUEL 1M120CVC41
ID29680,02/08/2021,53942,PH100369,22875,4,2,600,HTIPO75FUEL 2M105CVC11
ID29681,09/10/2020,84151,PH100369,22875,3,2,101,HTIPO75FUEL 2M105CVC11
ID29682,19/05/2023,56350,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID29683,12/03/2019,57899,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID29684,09/07/2022,15510,PH100370,23635,1,1,100,HTIPO75FUEL 2M105CVC18
ID29685,09/11/2020,46983,PH100372,20749,1,2,202,HTIPO75FUEL 2M105CVC34
ID29686,12/05/2023,93634,PH100372,20370,1,2,101,HTIPO75FUEL 2M105CVC34
ID29687,02/04/2023,94367,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29688,03/11/2022,8541,PH100369,22875,3,1,400,HTIPO75FUEL 2M105CVC11
ID29689,17/03/2018,47193,PH100372,20370,3,1,200,HTIPO75FUEL 2M105CVC34
ID2969,29/03/2023,4118,PB100078,19614,3,2,102,BTIPO15FUEL 1M120CVC41
ID29690,05/01/2023,18239,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29691,27/03/2022,56723,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29692,15/01/2022,49767,PH100369,22875,1,1,102,HTIPO75FUEL 2M105CVC11
ID29693,04/09/2021,30005,PH100369,22875,3,2,100,HTIPO75FUEL 2M105CVC11
ID29694,19/07/2019,51738,PH100371,24632,3,1,100,HTIPO75FUEL 2M105CVC19
ID29695,14/05/2019,47469,PH100369,22875,2,1,100,HTIPO75FUEL 2M105CVC11
ID29696,12/08/2022,44731,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29697,14/04/2022,38730,PH100369,22875,1,1,101,HTIPO75FUEL 2M105CVC11
ID29698,07/12/2020,82068,PH100369,22875,1,2,500,HTIPO75FUEL 2M105CVC11
ID29699,18/07/2020,45693,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID297,25/02/2022,50036,PA100039,15195,1,1,103,ATIPO15FUEL 1M90CVC44
ID2970,05/08/2018,76360,PB100078,19614,4,1,100,BTIPO15FUEL 1M120CVC41
ID29700,27/02/2021,50730,PH100369,22875,4,1,102,HTIPO75FUEL 2M105CVC11
ID29701,21/08/2018,51298,PH100372,20749,3,1,202,HTIPO75FUEL 2M105CVC34
ID29702,13/11/2021,35274,PH100369,22875,2,1,202,HTIPO75FUEL 2M105CVC11
ID29703,27/09/2023,4381,PH100370,23635,1,1,102,HTIPO75FUEL 2M105CVC18
ID29704,04/12/2019,35969,PH100372,20749,4,1,600,HTIPO75FUEL 2M105CVC34
ID29705,21/08/2019,80471,PH100369,22875,1,1,300,HTIPO75FUEL 2M105CVC11
ID29706,18/07/2019,56677,PH100369,22875,3,2,102,HTIPO75FUEL 2M105CVC11
ID29707,05/11/2022,8080,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29708,06/04/2021,91599,PH100369,22875,3,2,100,HTIPO75FUEL 2M105CVC11
ID29709,27/01/2023,74058,PH100369,22875,3,2,103,HTIPO75FUEL 2M105CVC11
ID2971,23/07/2021,71599,PB100078,19994,3,1,101,BTIPO15FUEL 1M120CVC41
ID29710,11/11/2022,82311,PH100371,24632,4,1,600,HTIPO75FUEL 2M105CVC19
ID29711,30/07/2022,87183,PH100372,20749,3,1,100,HTIPO75FUEL 2M105CVC34
ID29712,14/01/2021,60408,PH100372,20749,3,2,101,HTIPO75FUEL 2M105CVC34
ID29713,05/12/2023,26011,PH100369,22875,3,2,101,HTIPO75FUEL 2M105CVC11
ID29714,10/02/2023,45407,PH100369,22875,4,1,600,HTIPO75FUEL 2M105CVC11
ID29715,01/06/2019,13307,PH100372,20370,1,2,100,HTIPO75FUEL 2M105CVC34
ID29716,07/04/2019,15603,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID29717,16/01/2023,3848,PH100372,20749,1,1,202,HTIPO75FUEL 2M105CVC34
ID29718,09/12/2023,74459,PH100369,22875,1,1,200,HTIPO75FUEL 2M105CVC11
ID29719,15/12/2018,11250,PH100371,24632,1,2,500,HTIPO75FUEL 2M105CVC19
ID2972,02/12/2021,96793,PB100073,21990,1,1,102,BTIPO15FUEL 1M120CVC11
ID29720,24/12/2021,81546,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29721,07/07/2022,32403,PH100369,22875,3,1,300,HTIPO75FUEL 2M105CVC11
ID29722,06/05/2023,46205,PH100369,22875,2,2,100,HTIPO75FUEL 2M105CVC11
ID29723,24/06/2023,57040,PH100369,22875,4,1,500,HTIPO75FUEL 2M105CVC11
ID29724,15/04/2019,11480,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29725,08/03/2019,19898,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29726,27/03/2022,1239,PH100369,22875,4,2,101,HTIPO75FUEL 2M105CVC11
ID29727,21/12/2018,94392,PH100371,24632,3,1,103,HTIPO75FUEL 2M105CVC19
ID29728,17/02/2023,7749,PH100369,22875,3,1,400,HTIPO75FUEL 2M105CVC11
ID29729,24/02/2023,72782,PH100369,22875,2,1,103,HTIPO75FUEL 2M105CVC11
ID2973,23/04/2022,49856,PB100073,21990,3,1,500,BTIPO15FUEL 1M120CVC11
ID29730,19/11/2018,95817,PH100372,20749,1,1,100,HTIPO75FUEL 2M105CVC34
ID29731,20/10/2023,68227,PH100369,22875,3,1,700,HTIPO75FUEL 2M105CVC11
ID29732,22/12/2019,23699,PH100372,20370,1,1,600,HTIPO75FUEL 2M105CVC34
ID29733,22/03/2018,63905,PH100372,20370,3,1,100,HTIPO75FUEL 2M105CVC34
ID29734,07/04/2019,40867,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29735,27/03/2021,3841,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29736,07/07/2023,69387,PH100372,20749,4,2,100,HTIPO75FUEL 2M105CVC34
ID29737,20/12/2022,97585,PH100372,20749,1,1,101,HTIPO75FUEL 2M105CVC34
ID29738,31/03/2021,44270,PH100369,22875,4,2,100,HTIPO75FUEL 2M105CVC11
ID29739,29/09/2023,71854,PH100372,20749,4,1,102,HTIPO75FUEL 2M105CVC34
ID2974,03/12/2021,19436,PB100078,19614,3,1,200,BTIPO15FUEL 1M120CVC41
ID29740,13/07/2019,17254,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29741,26/08/2020,7532,PH100369,22875,1,1,500,HTIPO75FUEL 2M105CVC11
ID29742,15/08/2023,97093,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29743,25/09/2019,74128,PH100372,20370,1,1,103,HTIPO75FUEL 2M105CVC34
ID29744,08/11/2021,88293,PH100372,20370,4,1,200,HTIPO75FUEL 2M105CVC34
ID29745,27/07/2019,9965,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29746,16/04/2023,65999,PH100369,22875,1,1,102,HTIPO75FUEL 2M105CVC11
ID29747,07/08/2019,62780,PH100369,22875,1,2,500,HTIPO75FUEL 2M105CVC11
ID29748,14/02/2021,43314,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29749,13/07/2020,84321,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID2975,09/01/2022,93642,PB100078,19994,1,1,300,BTIPO15FUEL 1M120CVC41
ID29750,11/07/2022,627,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29751,15/05/2021,25741,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29752,20/11/2021,59432,PH100369,22875,3,2,400,HTIPO75FUEL 2M105CVC11
ID29753,22/07/2018,50488,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29754,26/03/2022,48127,PH100372,20370,1,1,101,HTIPO75FUEL 2M105CVC34
ID29755,28/05/2021,39060,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29756,16/07/2022,46055,PH100369,22875,3,2,103,HTIPO75FUEL 2M105CVC11
ID29757,15/11/2018,32881,PH100372,20749,3,1,100,HTIPO75FUEL 2M105CVC34
ID29758,14/11/2021,90918,PH100369,22875,3,1,300,HTIPO75FUEL 2M105CVC11
ID29759,19/01/2022,70855,PH100372,20749,3,2,103,HTIPO75FUEL 2M105CVC34
ID2976,08/07/2022,93433,PB100078,19614,2,1,100,BTIPO15FUEL 1M120CVC41
ID29760,29/11/2021,80705,PH100369,22875,3,2,103,HTIPO75FUEL 2M105CVC11
ID29761,05/08/2020,26880,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29762,24/06/2021,31283,PH100369,22875,1,1,101,HTIPO75FUEL 2M105CVC11
ID29763,01/10/2023,10645,PH100370,23635,1,2,101,HTIPO75FUEL 2M105CVC18
ID29764,25/07/2021,52061,PH100369,22875,1,1,100,HTIPO75FUEL 2M105CVC11
ID29765,08/04/2022,19644,PH100369,22875,3,2,101,HTIPO75FUEL 2M105CVC11
ID29766,18/02/2022,96129,PH100369,22875,3,2,103,HTIPO75FUEL 2M105CVC11
ID29767,07/03/2023,8576,PH100369,22875,1,1,300,HTIPO75FUEL 2M105CVC11
ID29768,18/05/2020,90159,PH100369,22875,2,1,102,HTIPO75FUEL 2M105CVC11
ID29769,30/09/2019,1380,PH100372,20749,3,1,201,HTIPO75FUEL 2M105CVC34
ID2977,13/02/2019,55299,PB100078,19994,3,1,103,BTIPO15FUEL 1M120CVC41
ID29770,10/07/2021,94770,PH100369,22875,1,2,300,HTIPO75FUEL 2M105CVC11
ID29771,22/02/2023,77100,PH100372,20749,1,1,600,HTIPO75FUEL 2M105CVC34
ID29772,15/11/2022,74835,PH100369,22875,4,1,102,HTIPO75FUEL 2M105CVC11
ID29773,27/08/2021,92580,PH100372,20370,1,1,100,HTIPO75FUEL 2M105CVC34
ID29774,01/12/2019,82404,PH100372,20749,3,1,100,HTIPO75FUEL 2M105CVC34
ID29775,06/05/2019,16440,PH100372,20749,3,1,100,HTIPO75FUEL 2M105CVC34
ID29776,19/12/2018,16855,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29777,07/05/2023,47964,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29778,08/07/2018,34228,PH100371,24632,3,1,100,HTIPO75FUEL 2M105CVC19
ID29779,27/06/2022,58807,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID2978,12/12/2018,84300,PB100073,21990,4,1,500,BTIPO15FUEL 1M120CVC11
ID29780,20/09/2019,88741,PH100369,22875,3,1,101,HTIPO75FUEL 2M105CVC11
ID29781,15/08/2019,76610,PH100369,22875,1,1,700,HTIPO75FUEL 2M105CVC11
ID29782,06/09/2021,50278,PH100372,20370,1,1,300,HTIPO75FUEL 2M105CVC34
ID29783,25/06/2019,9493,PH100369,22875,3,1,201,HTIPO75FUEL 2M105CVC11
ID29784,10/05/2019,11271,PH100369,22875,1,1,102,HTIPO75FUEL 2M105CVC11
ID29785,13/03/2021,8703,PH100369,22875,3,1,202,HTIPO75FUEL 2M105CVC11
ID29786,18/09/2019,58699,PH100369,22875,3,1,600,HTIPO75FUEL 2M105CVC11
ID29787,20/04/2022,46165,PH100369,22875,4,1,500,HTIPO75FUEL 2M105CVC11
ID29788,07/03/2023,21307,PH100369,22875,3,1,500,HTIPO75FUEL 2M105CVC11
ID29789,23/07/2022,99248,PH100369,22875,3,1,202,HTIPO75FUEL 2M105CVC11
ID2979,03/06/2022,55571,PB100078,19614,3,1,103,BTIPO15FUEL 1M120CVC41
ID29790,24/05/2019,61077,PH100369,22875,1,1,500,HTIPO75FUEL 2M105CVC11
ID29791,09/05/2020,41181,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29792,29/11/2018,11887,PH100369,22875,1,1,202,HTIPO75FUEL 2M105CVC11
ID29793,05/05/2020,94955,PH100369,22875,1,1,500,HTIPO75FUEL 2M105CVC11
ID29794,02/04/2023,80751,PH100369,22875,4,1,103,HTIPO75FUEL 2M105CVC11
ID29795,27/08/2021,94919,PH100369,22875,1,1,201,HTIPO75FUEL 2M105CVC11
ID29796,07/06/2021,53079,PH100369,22875,1,1,103,HTIPO75FUEL 2M105CVC11
ID29797,03/05/2018,64838,PH100369,22875,3,1,100,HTIPO75FUEL 2M105CVC11
ID29798,06/05/2022,19063,PH100372,20370,3,1,102,HTIPO75FUEL 2M105CVC34
ID29799,20/12/2022,17567,PH100369,22875,3,1,200,HTIPO75FUEL 2M105CVC11
ID298,16/12/2018,49360,PA100039,14814,4,1,101,ATIPO15FUEL 1M90CVC44
ID2980,19/06/2019,85357,PB100078,19994,1,1,102,BTIPO15FUEL 1M120CVC41
ID29800,08/08/2021,58281,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29801,08/09/2022,71974,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID29802,15/09/2021,30467,PH100372,20749,3,1,101,HTIPO75FUEL 2M105CVC34
ID29803,08/01/2019,76535,PH100369,22875,4,2,100,HTIPO75FUEL 2M105CVC11
ID29804,29/01/2023,23786,PH100369,22875,3,1,600,HTIPO75FUEL 2M105CVC11
ID29805,11/07/2018,4085,PH100372,20370,3,1,102,HTIPO75FUEL 2M105CVC34
ID29806,18/08/2023,42095,PH100369,22875,3,1,103,HTIPO75FUEL 2M105CVC11
ID29807,22/09/2023,50793,PH100369,22875,3,1,202,HTIPO75FUEL 2M105CVC11
ID29808,18/04/2021,26423,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29809,09/06/2021,37122,PH100369,22875,1,1,201,HTIPO75FUEL 2M105CVC11
ID2981,24/09/2019,6647,PB100078,19614,3,1,101,BTIPO15FUEL 1M120CVC41
ID29810,30/09/2022,97877,PH100369,22875,4,1,200,HTIPO75FUEL 2M105CVC11
ID29811,11/10/2018,75702,PH100369,22875,3,1,102,HTIPO75FUEL 2M105CVC11
ID29812,19/10/2019,45093,PH100369,22875,4,2,300,HTIPO75FUEL 2M105CVC11
